session_id,username,remote_address,remote_port,status,timestamp,hour,day_of_week,username_enc,remote_address_enc,status_enc,anomaly,cluster
3961-4574,guest,10.0.0.149,3389,disconnected,2025-07-09 20:38:39,20,2,3,55,1,1,2
5304-6887,root,10.0.0.247,3389,disconnected,2025-07-01 22:06:11,22,1,7,164,1,1,2
8354-1880,admin,10.0.0.234,3389,disconnected,2025-07-13 19:07:52,19,6,0,150,1,1,2
2820-6385,guest,192.168.1.200,3389,connected,2025-07-05 08:16:45,8,5,3,621,0,1,1
7089-2541,remote,10.0.0.50,3389,disconnected,2025-07-27 21:11:01,21,6,6,200,1,1,2
1150-1206,alice,10.0.0.39,3389,failed,2025-07-23 10:46:13,10,2,1,187,2,1,2
4561-6477,test,192.168.1.87,3389,connected,2025-07-03 10:09:54,10,3,8,748,0,1,1
3092-4901,remote,10.0.0.214,3389,connected,2025-07-21 14:08:10,14,0,6,128,0,1,2
2565-1272,test,10.0.0.52,3389,disconnected,2025-07-01 04:49:34,4,1,8,202,1,1,1
2800-4969,alice,198.51.100.168,3389,failed,2025-07-06 21:47:46,21,6,1,838,2,1,0
6082-2341,bob,10.0.0.80,3389,connected,2025-07-09 10:41:40,10,2,2,233,0,1,2
5603-6634,remote,172.16.0.114,3389,disconnected,2025-07-22 02:11:10,2,1,6,271,1,1,1
8844-8597,alice,198.51.100.81,3389,connected,2025-07-03 20:58:49,20,3,1,996,0,1,0
5839-7575,root,203.0.113.213,3389,connected,2025-07-19 02:11:38,2,5,7,1143,0,1,1
5671-2248,admin,192.168.1.134,3389,disconnected,2025-07-23 09:59:15,9,2,0,547,1,1,1
4648-1304,root,198.51.100.160,3389,disconnected,2025-07-07 22:08:51,22,0,7,830,1,1,0
5332-8544,guest,10.0.0.103,3389,failed,2025-07-01 15:46:35,15,1,3,5,2,1,2
2759-1658,user1,192.168.1.158,3389,disconnected,2025-07-17 22:28:56,22,3,9,573,1,1,2
9746-1682,bob,198.51.100.246,3389,disconnected,2025-07-22 21:29:58,21,1,2,925,1,1,0
1374-2553,alice,203.0.113.160,3389,disconnected,2025-07-10 06:56:01,6,3,1,1084,1,1,1
7183-7129,bob,203.0.113.210,3389,connected,2025-07-06 00:44:27,0,6,2,1140,0,1,1
1154-6383,alice,172.16.0.5,3389,failed,2025-07-16 15:06:44,15,2,1,453,2,1,2
7415-4312,guest,192.168.1.225,3389,disconnected,2025-07-16 16:08:23,16,2,3,648,1,1,0
7980-4871,guest,198.51.100.105,3389,connected,2025-07-01 18:08:13,18,1,3,769,0,1,0
5176-6029,guest,192.168.1.126,3389,failed,2025-07-29 20:22:05,20,1,3,538,2,1,2
8496-7159,admin,203.0.113.155,3389,connected,2025-07-02 14:08:05,14,2,0,1078,0,1,0
2441-4162,rdp_user,203.0.113.4,3389,failed,2025-07-07 18:18:20,18,0,5,1204,2,1,0
3841-5742,guest,172.16.0.56,3389,failed,2025-07-26 03:40:31,3,5,3,460,2,1,1
1964-3901,john,198.51.100.127,3389,disconnected,2025-07-06 13:13:43,13,6,4,793,1,1,0
6732-7415,guest,192.168.1.43,3389,failed,2025-07-13 09:16:17,9,6,3,700,2,1,1
7091-2031,user1,172.16.0.31,3389,connected,2025-07-23 21:32:14,21,2,9,433,0,1,2
3529-1681,guest,203.0.113.81,3389,disconnected,2025-07-01 07:03:43,7,1,3,1250,1,1,0
1303-8048,rdp_user,10.0.0.50,3389,disconnected,2025-07-26 21:48:47,21,5,5,200,1,1,2
5687-5519,bob,198.51.100.64,3389,failed,2025-07-02 12:16:35,12,2,2,977,2,1,0
3210-1621,user1,192.168.1.37,3389,failed,2025-07-27 04:01:22,4,6,9,693,2,1,1
6011-6755,john,203.0.113.153,3389,failed,2025-07-28 20:43:37,20,0,4,1076,2,1,0
5480-1871,guest,203.0.113.35,3389,disconnected,2025-07-25 22:12:59,22,4,3,1199,1,1,0
3690-5733,bob,198.51.100.39,3389,connected,2025-07-09 10:41:41,10,2,2,949,0,1,0
7925-9786,remote,192.168.1.161,3389,connected,2025-07-29 13:45:08,13,1,6,577,0,1,2
3046-3664,john,192.168.1.89,3389,failed,2025-07-20 22:33:29,22,6,4,750,2,1,0
8731-7792,remote,192.168.1.209,3389,failed,2025-07-18 06:48:04,6,4,6,630,2,1,1
1955-2094,alice,172.16.0.237,3389,failed,2025-07-14 12:35:27,12,0,1,407,2,1,2
3059-4046,john,192.168.1.166,3389,connected,2025-07-25 16:33:43,16,4,4,582,0,1,2
3953-4363,user1,172.16.0.23,3389,failed,2025-07-15 23:16:22,23,1,9,399,2,1,2
2227-8356,alice,192.168.1.213,3389,failed,2025-07-30 17:37:10,17,2,1,635,2,1,0
5499-1879,john,10.0.0.209,3389,disconnected,2025-07-04 04:39:00,4,4,4,122,1,1,1
5226-8686,rdp_user,10.0.0.236,3389,failed,2025-07-06 06:51:56,6,6,5,152,2,1,1
6023-5200,user1,203.0.113.243,3389,connected,2025-07-19 07:45:37,7,5,9,1176,0,1,0
8022-6149,rdp_user,198.51.100.166,3389,disconnected,2025-07-14 18:49:15,18,0,5,836,1,1,0
3646-2720,user1,192.168.1.88,3389,failed,2025-07-07 06:07:15,6,0,9,749,2,1,1
2022-3642,guest,192.168.1.57,3389,connected,2025-07-23 20:34:13,20,2,3,715,0,1,0
2355-8183,bob,192.168.1.120,3389,disconnected,2025-07-17 08:30:00,8,3,2,532,1,1,1
7374-2270,remote,203.0.113.198,3389,connected,2025-07-23 07:58:13,7,2,6,1125,0,1,0
2343-6728,alice,203.0.113.230,3389,connected,2025-07-29 12:57:04,12,1,1,1162,0,1,0
3815-6942,rdp_user,198.51.100.185,3389,disconnected,2025-07-09 15:20:46,15,2,5,857,1,1,0
8475-1609,user1,198.51.100.200,3389,connected,2025-07-25 18:33:44,18,4,9,875,0,1,0
4624-4577,test,10.0.0.108,3389,disconnected,2025-07-10 02:49:29,2,3,8,10,1,1,1
4067-5887,alice,172.16.0.146,3389,failed,2025-07-04 15:09:13,15,4,1,306,2,1,2
3036-7627,user1,198.51.100.123,3389,connected,2025-07-16 14:33:04,14,2,9,789,0,1,0
1081-9378,remote,203.0.113.15,3389,failed,2025-07-20 12:13:22,12,6,6,1072,2,1,0
6033-8759,admin,203.0.113.142,3389,disconnected,2025-07-20 13:58:29,13,6,0,1064,1,1,0
1107-2183,root,203.0.113.164,3389,failed,2025-07-09 12:21:39,12,2,7,1088,2,1,0
8910-3426,alice,192.168.1.16,3389,disconnected,2025-07-09 00:35:10,0,2,1,575,1,1,1
1436-9783,root,172.16.0.135,3389,failed,2025-07-14 14:26:11,14,0,7,294,2,1,2
6898-2877,alice,198.51.100.114,3389,connected,2025-07-26 04:35:32,4,5,1,779,0,1,1
1164-9752,user1,172.16.0.7,3389,disconnected,2025-07-25 21:37:23,21,4,9,475,1,1,2
4528-8818,user1,203.0.113.102,3389,disconnected,2025-07-30 18:32:29,18,2,9,1020,1,1,0
4297-1062,remote,10.0.0.134,3389,disconnected,2025-07-13 02:11:09,2,6,6,39,1,1,1
5748-5509,admin,192.168.1.178,3389,disconnected,2025-07-07 12:50:13,12,0,0,595,1,1,1
3133-5646,remote,198.51.100.87,3389,disconnected,2025-07-07 14:42:09,14,0,6,1002,1,1,0
4676-2386,remote,10.0.0.193,3389,disconnected,2025-07-29 05:52:59,5,1,6,104,1,1,1
8772-5947,remote,172.16.0.154,3389,failed,2025-07-29 01:34:30,1,1,6,315,2,1,1
9531-1441,guest,203.0.113.129,3389,disconnected,2025-07-15 20:57:48,20,1,3,1049,1,1,0
9829-2491,user1,203.0.113.162,3389,connected,2025-07-14 23:26:13,23,0,9,1086,0,-1,0
1492-9656,alice,203.0.113.215,3389,failed,2025-07-08 11:42:15,11,1,1,1145,2,1,0
6669-4961,admin,192.168.1.186,3389,connected,2025-07-08 08:29:33,8,1,0,604,0,1,1
7847-5859,root,172.16.0.19,3389,connected,2025-07-13 00:24:51,0,6,7,354,0,1,1
7136-5805,bob,172.16.0.226,3389,disconnected,2025-07-17 12:07:42,12,3,2,395,1,1,2
6413-3727,admin,192.168.1.113,3389,connected,2025-07-05 19:01:09,19,5,0,524,0,1,2
3619-7470,bob,192.168.1.222,3389,failed,2025-07-30 16:55:41,16,2,2,645,2,1,0
1851-1021,bob,192.168.1.141,3389,failed,2025-07-17 01:17:57,1,3,2,555,2,1,1
2389-6330,john,10.0.0.211,3389,failed,2025-07-17 14:25:09,14,3,4,125,2,1,2
9435-2038,guest,198.51.100.110,3389,disconnected,2025-07-17 09:47:14,9,3,3,775,1,1,1
7126-1987,alice,192.168.1.163,3389,disconnected,2025-07-24 05:41:03,5,3,1,579,1,1,1
4825-4912,test,172.16.0.231,3389,connected,2025-07-17 00:35:48,0,3,8,401,0,1,1
1968-2598,alice,198.51.100.9,3389,connected,2025-07-23 13:54:55,13,2,1,1005,0,1,0
7073-5281,john,172.16.0.37,3389,failed,2025-07-01 15:27:48,15,1,4,439,2,1,2
1254-2329,rdp_user,198.51.100.214,3389,disconnected,2025-07-07 04:52:57,4,0,5,890,1,1,1
4091-9731,john,192.168.1.194,3389,failed,2025-07-09 11:55:39,11,2,4,613,2,1,1
2143-6941,admin,198.51.100.106,3389,connected,2025-07-06 07:57:29,7,6,0,770,0,1,1
3904-8065,admin,203.0.113.112,3389,connected,2025-07-15 07:34:12,7,1,0,1031,0,1,1
4765-4063,alice,198.51.100.68,3389,connected,2025-07-17 07:22:29,7,3,1,981,0,1,1
6526-7287,john,192.168.1.13,3389,failed,2025-07-05 12:59:00,12,5,4,542,2,1,2
4438-9825,root,172.16.0.17,3389,disconnected,2025-07-09 13:28:37,13,2,7,332,1,1,2
8367-8708,root,172.16.0.234,3389,failed,2025-07-21 13:57:10,13,0,7,404,2,1,2
2033-1850,alice,172.16.0.36,3389,failed,2025-07-26 21:39:49,21,5,1,438,2,1,2
3678-5258,alice,198.51.100.37,3389,connected,2025-07-05 23:33:24,23,5,1,947,0,1,0
5188-3758,rdp_user,172.16.0.197,3389,disconnected,2025-07-04 05:57:49,5,4,5,362,1,1,1
3965-3448,alice,192.168.1.198,3389,connected,2025-07-28 22:32:56,22,0,1,617,0,1,2
6399-8987,guest,192.168.1.254,3389,disconnected,2025-07-17 00:55:38,0,3,3,680,1,1,1
4896-3679,rdp_user,172.16.0.214,3389,failed,2025-07-05 13:39:49,13,5,5,382,2,1,2
9666-9757,root,198.51.100.5,3389,failed,2025-07-29 09:42:28,9,1,7,961,2,1,0
3455-4053,alice,172.16.0.40,3389,disconnected,2025-07-07 03:29:40,3,0,1,443,1,1,1
4642-8639,john,172.16.0.185,3389,disconnected,2025-07-27 22:30:52,22,6,4,349,1,1,2
3288-3170,bob,172.16.0.23,3389,connected,2025-07-22 16:46:20,16,1,2,399,0,1,2
4207-6434,admin,198.51.100.19,3389,failed,2025-07-17 04:35:46,4,3,0,862,2,1,1
5135-9565,admin,198.51.100.6,3389,connected,2025-07-25 01:18:47,1,4,0,972,0,1,1
1791-8192,alice,192.168.1.24,3389,connected,2025-07-30 11:09:16,11,2,1,664,0,1,1
7279-2213,alice,203.0.113.22,3389,disconnected,2025-07-28 10:37:07,10,0,1,1150,1,1,0
5595-8501,bob,10.0.0.192,3389,disconnected,2025-07-11 03:50:10,3,4,2,103,1,1,1
1168-3750,admin,10.0.0.54,3389,failed,2025-07-24 11:12:07,11,3,0,204,2,1,2
4684-4115,test,10.0.0.131,3389,disconnected,2025-07-22 18:03:54,18,1,8,36,1,1,2
6899-6059,admin,198.51.100.65,3389,failed,2025-07-28 05:14:19,5,0,0,978,2,1,1
9301-8638,alice,203.0.113.219,3389,disconnected,2025-07-15 12:18:47,12,1,1,1149,1,1,0
4158-1200,root,203.0.113.133,3389,failed,2025-07-21 08:05:09,8,0,7,1054,2,1,1
4434-6364,guest,203.0.113.156,3389,connected,2025-07-08 14:19:00,14,1,3,1079,0,1,0
7819-9445,root,198.51.100.187,3389,failed,2025-07-30 07:32:10,7,2,7,859,2,1,1
3555-6663,admin,203.0.113.54,3389,failed,2025-07-09 16:12:41,16,2,0,1220,2,1,0
2579-9901,user1,172.16.0.182,3389,failed,2025-07-02 04:11:19,4,2,9,346,2,1,1
4304-2936,remote,172.16.0.80,3389,failed,2025-07-04 13:16:14,13,4,6,487,2,1,2
7528-7960,root,192.168.1.198,3389,connected,2025-07-25 12:11:40,12,4,7,617,0,1,2
6330-1736,bob,198.51.100.207,3389,disconnected,2025-07-02 11:55:53,11,2,2,882,1,1,0
6508-6896,admin,192.168.1.124,3389,connected,2025-07-29 06:55:28,6,1,0,536,0,1,1
3180-5851,test,198.51.100.229,3389,connected,2025-07-06 10:49:08,10,6,8,906,0,1,0
9373-5469,remote,192.168.1.125,3389,connected,2025-07-01 00:16:24,0,1,6,537,0,1,1
1788-1994,guest,198.51.100.73,3389,failed,2025-07-05 00:31:22,0,5,3,987,2,1,1
1738-2239,bob,203.0.113.170,3389,disconnected,2025-07-14 04:07:10,4,0,2,1095,1,1,1
8508-4031,root,203.0.113.128,3389,connected,2025-07-04 15:40:58,15,4,7,1048,0,1,0
1984-1079,john,203.0.113.20,3389,connected,2025-07-19 12:53:24,12,5,4,1128,0,1,0
8595-8029,remote,172.16.0.8,3389,connected,2025-07-08 09:05:15,9,1,6,486,0,1,1
5273-5623,user1,198.51.100.198,3389,failed,2025-07-13 12:07:38,12,6,9,871,2,1,0
8909-4307,test,172.16.0.238,3389,failed,2025-07-15 00:36:58,0,1,8,408,2,1,1
1796-7433,guest,198.51.100.27,3389,connected,2025-07-30 00:39:27,0,2,3,936,0,1,1
5943-2087,user1,198.51.100.20,3389,failed,2025-07-04 03:53:24,3,4,9,874,2,1,1
7370-9335,guest,192.168.1.89,3389,failed,2025-07-16 04:02:43,4,2,3,750,2,1,1
3018-9284,john,172.16.0.149,3389,disconnected,2025-07-09 06:33:58,6,2,4,309,1,1,1
2509-9236,remote,192.168.1.215,3389,connected,2025-07-23 17:55:43,17,2,6,637,0,1,2
8053-3064,user1,172.16.0.152,3389,connected,2025-07-27 17:18:03,17,6,9,313,0,1,2
2585-8905,alice,203.0.113.54,3389,disconnected,2025-07-07 02:58:59,2,0,1,1220,1,1,1
3262-6125,root,192.168.1.129,3389,disconnected,2025-07-05 19:14:21,19,5,7,541,1,1,2
4952-8805,john,10.0.0.76,3389,connected,2025-07-13 16:40:10,16,6,4,228,0,1,2
1137-1975,rdp_user,192.168.1.191,3389,disconnected,2025-07-10 05:09:11,5,3,5,610,1,1,1
8594-1380,john,172.16.0.106,3389,disconnected,2025-07-12 04:44:23,4,5,4,262,1,1,1
7984-4311,bob,203.0.113.103,3389,connected,2025-07-19 08:00:17,8,5,2,1021,0,1,0
9198-9091,john,172.16.0.61,3389,connected,2025-07-26 22:27:10,22,5,4,466,0,1,2
9042-6607,rdp_user,192.168.1.212,3389,connected,2025-07-18 05:28:59,5,4,5,634,0,1,1
7053-8733,guest,10.0.0.170,3389,failed,2025-07-13 00:32:32,0,6,3,79,2,1,1
9113-2889,admin,198.51.100.76,3389,disconnected,2025-07-17 22:25:28,22,3,0,990,1,1,0
1075-6255,alice,10.0.0.229,3389,disconnected,2025-07-29 23:25:49,23,1,1,144,1,1,2
7490-1388,test,192.168.1.90,3389,failed,2025-07-06 07:36:43,7,6,8,752,2,1,1
1034-3238,user1,172.16.0.37,3389,connected,2025-07-05 17:21:55,17,5,9,439,0,1,2
7212-3961,admin,10.0.0.185,3389,disconnected,2025-07-11 11:42:19,11,4,0,95,1,1,2
6242-2964,root,10.0.0.10,3389,disconnected,2025-07-24 14:28:14,14,3,7,1,1,1,2
8973-4061,john,192.168.1.2,3389,connected,2025-07-17 09:37:06,9,3,4,619,0,1,1
2846-7233,guest,172.16.0.208,3389,disconnected,2025-07-30 05:28:43,5,2,3,375,1,1,1
5557-6625,alice,10.0.0.132,3389,disconnected,2025-07-22 23:49:35,23,1,1,37,1,1,2
3607-3610,admin,198.51.100.213,3389,disconnected,2025-07-21 06:52:42,6,0,0,889,1,1,1
6478-8297,john,192.168.1.244,3389,failed,2025-07-10 08:38:28,8,3,4,669,2,1,1
2414-8704,john,192.168.1.161,3389,disconnected,2025-07-10 23:39:08,23,3,4,577,1,1,2
7233-7413,root,172.16.0.159,3389,disconnected,2025-07-24 14:26:05,14,3,7,320,1,1,2
9841-5140,guest,203.0.113.14,3389,disconnected,2025-07-08 23:22:01,23,1,3,1061,1,1,0
7862-2792,alice,10.0.0.100,3389,failed,2025-07-08 16:59:52,16,1,1,2,2,1,2
8937-6206,root,172.16.0.115,3389,connected,2025-07-22 05:36:47,5,1,7,272,0,1,1
5003-9568,remote,10.0.0.49,3389,failed,2025-07-04 11:05:21,11,4,6,198,2,1,2
6970-9730,guest,192.168.1.61,3389,disconnected,2025-07-30 08:38:19,8,2,3,720,1,1,1
4844-7272,admin,203.0.113.250,3389,failed,2025-07-20 06:31:13,6,6,0,1184,2,1,0
3804-3357,test,10.0.0.15,3389,failed,2025-07-07 05:06:44,5,0,8,56,2,1,2
4222-3571,rdp_user,198.51.100.83,3389,disconnected,2025-07-09 13:12:49,13,2,5,998,1,1,0
9532-9604,bob,198.51.100.171,3389,failed,2025-07-22 15:36:34,15,1,2,842,2,1,0
9770-7750,alice,198.51.100.237,3389,connected,2025-07-24 17:18:08,17,3,1,915,0,1,0
5588-5943,rdp_user,203.0.113.133,3389,connected,2025-07-17 16:05:32,16,3,5,1054,0,1,0
9491-9055,test,172.16.0.59,3389,failed,2025-07-15 07:45:04,7,1,8,463,2,1,1
4331-4178,john,172.16.0.85,3389,failed,2025-07-14 21:22:38,21,0,4,492,2,1,2
5710-6702,remote,192.168.1.119,3389,disconnected,2025-07-12 01:11:15,1,5,6,530,1,1,1
6398-9506,user1,172.16.0.131,3389,connected,2025-07-22 15:56:33,15,1,9,290,0,1,2
7872-7416,remote,192.168.1.134,3389,disconnected,2025-07-10 06:10:31,6,3,6,547,1,1,1
9280-4345,john,198.51.100.173,3389,failed,2025-07-24 17:50:26,17,3,4,844,2,1,0
6305-3057,rdp_user,10.0.0.56,3389,connected,2025-07-08 16:20:27,16,1,5,206,0,1,2
6000-5169,admin,192.168.1.79,3389,failed,2025-07-27 11:50:50,11,6,0,739,2,1,0
9778-1955,guest,192.168.1.162,3389,disconnected,2025-07-15 08:19:25,8,1,3,578,1,1,1
1966-3287,rdp_user,10.0.0.131,3389,connected,2025-07-20 16:26:40,16,6,5,36,0,1,2
6769-1734,alice,10.0.0.28,3389,disconnected,2025-07-08 06:27:28,6,1,1,175,1,1,1
2949-1100,remote,172.16.0.75,3389,failed,2025-07-25 23:56:22,23,4,6,481,2,1,2
8846-6386,john,172.16.0.85,3389,connected,2025-07-18 22:17:56,22,4,4,492,0,1,2
9896-8660,test,10.0.0.33,3389,disconnected,2025-07-30 00:11:25,0,2,8,181,1,1,1
7389-8349,guest,172.16.0.251,3389,failed,2025-07-22 18:57:20,18,1,3,423,2,1,2
7479-4124,john,172.16.0.104,3389,connected,2025-07-04 21:48:42,21,4,4,260,0,1,2
2297-7343,test,203.0.113.130,3389,connected,2025-07-13 03:57:48,3,6,8,1051,0,1,1
4394-7821,bob,172.16.0.88,3389,disconnected,2025-07-05 18:43:34,18,5,2,495,1,1,2
9014-1994,john,172.16.0.231,3389,failed,2025-07-26 11:50:17,11,5,4,401,2,1,2
8894-1932,rdp_user,192.168.1.27,3389,failed,2025-07-23 08:40:06,8,2,5,682,2,1,1
7464-4842,user1,172.16.0.136,3389,failed,2025-07-22 19:51:27,19,1,9,295,2,1,2
6889-6362,root,192.168.1.139,3389,disconnected,2025-07-09 21:11:37,21,2,7,552,1,1,2
3145-4209,bob,172.16.0.21,3389,disconnected,2025-07-26 13:51:41,13,5,2,377,1,1,2
5331-3207,alice,10.0.0.55,3389,disconnected,2025-07-20 10:42:31,10,6,1,205,1,1,2
5452-5349,guest,172.16.0.81,3389,failed,2025-07-17 11:46:33,11,3,3,488,2,1,2
8318-3435,test,192.168.1.99,3389,disconnected,2025-07-13 08:02:59,8,6,8,761,1,1,1
4435-8306,alice,203.0.113.127,3389,disconnected,2025-07-29 07:17:57,7,1,1,1047,1,1,1
8440-5628,test,10.0.0.222,3389,connected,2025-07-07 10:25:22,10,0,8,137,0,1,2
4558-1826,john,198.51.100.101,3389,failed,2025-07-18 07:32:55,7,4,4,765,2,1,1
3654-6874,guest,203.0.113.98,3389,disconnected,2025-07-30 12:36:51,12,2,3,1268,1,1,0
6143-9401,guest,10.0.0.159,3389,connected,2025-07-24 01:43:31,1,3,3,66,0,1,1
9033-8379,test,203.0.113.66,3389,connected,2025-07-07 12:55:46,12,0,8,1233,0,1,0
7376-6389,user1,192.168.1.23,3389,disconnected,2025-07-25 08:47:57,8,4,9,653,1,1,1
7987-4755,bob,198.51.100.146,3389,disconnected,2025-07-20 13:49:21,13,6,2,814,1,1,0
1973-5763,admin,203.0.113.152,3389,connected,2025-07-26 21:34:11,21,5,0,1075,0,1,0
5976-4221,guest,192.168.1.216,3389,disconnected,2025-07-14 15:28:35,15,0,3,638,1,1,2
7293-2328,remote,203.0.113.85,3389,disconnected,2025-07-05 20:56:11,20,5,6,1254,1,1,0
7169-4875,remote,192.168.1.197,3389,disconnected,2025-07-24 16:25:53,16,3,6,616,1,1,2
6851-8920,test,10.0.0.218,3389,disconnected,2025-07-22 05:00:53,5,1,8,132,1,1,1
5759-8956,root,198.51.100.11,3389,disconnected,2025-07-10 20:58:27,20,3,7,774,1,1,0
1167-1027,test,198.51.100.104,3389,failed,2025-07-08 21:22:08,21,1,8,768,2,1,0
8600-3589,alice,198.51.100.45,3389,connected,2025-07-27 07:40:18,7,6,1,956,0,1,1
7478-3213,user1,10.0.0.158,3389,connected,2025-07-20 00:43:01,0,6,9,65,0,-1,1
6778-8693,admin,172.16.0.152,3389,failed,2025-07-05 19:39:33,19,5,0,313,2,1,2
4241-4817,remote,172.16.0.78,3389,disconnected,2025-07-11 09:48:01,9,4,6,484,1,1,1
8576-9176,john,198.51.100.75,3389,failed,2025-07-30 01:41:26,1,2,4,989,2,1,1
2825-9937,user1,203.0.113.46,3389,failed,2025-07-08 14:24:52,14,1,9,1211,2,1,0
1841-6686,bob,192.168.1.135,3389,disconnected,2025-07-09 08:36:21,8,2,2,548,1,1,1
8627-3081,user1,192.168.1.162,3389,disconnected,2025-07-13 14:40:38,14,6,9,578,1,1,2
6106-9073,guest,198.51.100.138,3389,connected,2025-07-03 18:50:50,18,3,3,805,0,1,0
8815-8392,admin,10.0.0.214,3389,connected,2025-07-21 15:17:48,15,0,0,128,0,1,2
4100-4299,guest,10.0.0.144,3389,disconnected,2025-07-26 15:47:20,15,5,3,50,1,1,2
9901-3338,alice,203.0.113.131,3389,failed,2025-07-11 01:45:16,1,4,1,1052,2,1,1
7937-7323,guest,10.0.0.116,3389,failed,2025-07-15 08:46:17,8,1,3,19,2,1,2
1008-3873,root,192.168.1.134,3389,failed,2025-07-29 05:39:22,5,1,7,547,2,1,1
6917-7609,guest,198.51.100.85,3389,connected,2025-07-15 05:44:53,5,1,3,1000,0,1,1
3539-3197,john,192.168.1.135,3389,connected,2025-07-05 06:35:40,6,5,4,548,0,1,1
8322-2258,root,198.51.100.155,3389,disconnected,2025-07-08 01:54:16,1,1,7,824,1,1,1
5340-3337,bob,172.16.0.230,3389,failed,2025-07-06 16:34:47,16,6,2,400,2,1,2
8302-7177,john,192.168.1.35,3389,disconnected,2025-07-15 17:32:45,17,1,4,691,1,1,0
7524-8685,john,198.51.100.31,3389,failed,2025-07-27 05:08:56,5,6,4,941,2,1,1
2794-5421,admin,198.51.100.212,3389,disconnected,2025-07-21 07:05:23,7,0,0,888,1,1,1
1692-2939,test,10.0.0.43,3389,disconnected,2025-07-12 14:56:43,14,5,8,192,1,1,2
3967-9957,user1,192.168.1.34,3389,failed,2025-07-28 23:55:13,23,0,9,690,2,1,2
4673-1690,test,172.16.0.155,3389,failed,2025-07-11 10:54:41,10,4,8,316,2,1,2
6765-9048,admin,203.0.113.203,3389,disconnected,2025-07-26 04:00:55,4,5,0,1132,1,1,1
9187-1615,john,172.16.0.76,3389,connected,2025-07-22 02:12:26,2,1,4,482,0,1,1
5016-7348,guest,172.16.0.230,3389,connected,2025-07-10 15:31:48,15,3,3,400,0,1,2
4767-6615,root,10.0.0.185,3389,failed,2025-07-06 04:43:41,4,6,7,95,2,1,1
7666-3618,john,192.168.1.196,3389,connected,2025-07-19 21:14:45,21,5,4,615,0,1,0
6861-6340,rdp_user,172.16.0.213,3389,disconnected,2025-07-01 18:51:32,18,1,5,381,1,1,2
9586-3222,guest,10.0.0.142,3389,connected,2025-07-21 14:13:49,14,0,3,48,0,1,2
6110-6971,admin,203.0.113.75,3389,failed,2025-07-25 00:27:35,0,4,0,1243,2,-1,1
3556-9937,bob,203.0.113.155,3389,disconnected,2025-07-15 09:56:07,9,1,2,1078,1,1,0
4512-5368,rdp_user,172.16.0.102,3389,disconnected,2025-07-02 10:01:14,10,2,5,258,1,1,2
8597-9164,john,10.0.0.56,3389,disconnected,2025-07-16 17:17:58,17,2,4,206,1,1,2
9826-3208,bob,192.168.1.188,3389,disconnected,2025-07-23 21:49:14,21,2,2,606,1,1,2
8109-4673,user1,10.0.0.205,3389,connected,2025-07-04 22:17:48,22,4,9,118,0,1,2
7259-3859,admin,203.0.113.80,3389,connected,2025-07-15 13:09:37,13,1,0,1249,0,1,0
4227-8738,test,172.16.0.113,3389,failed,2025-07-17 00:25:14,0,3,8,270,2,1,1
2497-4441,rdp_user,203.0.113.32,3389,disconnected,2025-07-15 12:08:14,12,1,5,1196,1,1,0
2506-2452,test,198.51.100.207,3389,failed,2025-07-01 05:55:08,5,1,8,882,2,1,1
3728-5244,root,203.0.113.216,3389,failed,2025-07-14 22:36:08,22,0,7,1146,2,1,0
4621-1007,john,172.16.0.51,3389,failed,2025-07-08 13:38:02,13,1,4,455,2,1,2
9738-6763,remote,198.51.100.61,3389,failed,2025-07-11 11:18:03,11,4,6,974,2,1,0
7677-2716,rdp_user,10.0.0.36,3389,disconnected,2025-07-08 15:42:05,15,1,5,184,1,1,2
3287-1360,admin,172.16.0.48,3389,disconnected,2025-07-03 12:24:06,12,3,0,451,1,1,2
6373-2839,admin,198.51.100.106,3389,disconnected,2025-07-22 21:25:56,21,1,0,770,1,1,0
7708-6278,remote,203.0.113.80,3389,connected,2025-07-03 13:17:11,13,3,6,1249,0,1,0
3100-2701,guest,203.0.113.141,3389,connected,2025-07-29 20:30:39,20,1,3,1063,0,1,0
9866-8185,guest,203.0.113.160,3389,failed,2025-07-03 15:04:13,15,3,3,1084,2,1,0
4482-4280,admin,203.0.113.248,3389,disconnected,2025-07-21 14:11:04,14,0,0,1181,1,1,0
4835-3307,root,203.0.113.20,3389,disconnected,2025-07-22 21:51:51,21,1,7,1128,1,1,0
9946-2863,user1,203.0.113.44,3389,failed,2025-07-11 17:57:23,17,4,9,1209,2,1,0
5553-1898,test,172.16.0.131,3389,disconnected,2025-07-02 06:00:18,6,2,8,290,1,1,1
6645-1662,alice,172.16.0.110,3389,connected,2025-07-27 09:00:11,9,6,1,267,0,1,2
9472-3191,user1,198.51.100.237,3389,disconnected,2025-07-18 02:35:05,2,4,9,915,1,1,1
3582-9260,guest,172.16.0.115,3389,disconnected,2025-07-05 15:11:25,15,5,3,272,1,1,2
1441-7453,root,172.16.0.2,3389,disconnected,2025-07-26 20:53:20,20,5,7,365,1,1,2
6537-4388,admin,192.168.1.205,3389,disconnected,2025-07-20 04:43:46,4,6,0,626,1,1,1
6544-8471,guest,192.168.1.230,3389,connected,2025-07-21 03:14:40,3,0,3,654,0,1,1
1118-5614,test,172.16.0.247,3389,disconnected,2025-07-04 13:36:18,13,4,8,418,1,1,2
